,id,timestamp,Day,PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h)
156,156.0,2022-10-07 12:00:00,2022-10-07 12:00:00,4,0.015464913976416007,300,1.1598685482312006,81.39999999999999,0.3147109994200657,0.18648,0.7111525423728813,1.923205335616438
157,157.0,2022-10-07 13:00:00,2022-10-07 13:00:00,12,0.04639474192924802,600,2.319737096462401,89.39999999999999,0.34564082737289775,0.29944000000000004,1.1419322033898307,2.070518917808219
158,158.0,2022-10-07 14:00:00,2022-10-07 14:00:00,12,0.04639474192924802,600,2.319737096462401,89.39999999999999,0.34564082737289775,0.29944000000000004,1.1419322033898307,2.070518917808219
159,159.0,2022-10-07 15:00:00,2022-10-07 15:00:00,11,0.04252851343514402,600,2.319737096462401,88.39999999999999,0.34177459887879375,0.28532,1.0880847457627119,2.0631014178082188
160,160.0,2022-10-07 16:00:00,2022-10-07 16:00:00,10,0.03866228494104002,300,1.1598685482312006,87.39999999999999,0.33790837038468974,0.2712,1.0342372881355932,1.9777696849315067
161,161.0,2022-10-07 17:00:00,2022-10-07 17:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
162,162.0,2022-10-07 18:00:00,2022-10-07 18:00:00,6,0.02319737096462401,300,1.1598685482312006,83.39999999999999,0.3224434564082737,0.21472000000000002,0.8188474576271187,1.945234294520548
163,163.0,2022-10-07 19:00:00,2022-10-07 19:00:00,2,0.007732456988208004,300,1.1598685482312006,79.39999999999999,0.30697854243185774,0.15824,0.603457627118644,1.88894258219178
164,164.0,2022-10-07 20:00:00,2022-10-07 20:00:00,3,0.011598685482312006,300,1.1598685482312006,80.39999999999999,0.31084477092596174,0.17236,0.6573050847457628,1.9079232534246573
165,165.0,2022-10-07 21:00:00,2022-10-07 21:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
166,166.0,2022-10-07 22:00:00,2022-10-07 22:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
167,167.0,2022-10-07 23:00:00,2022-10-07 23:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
168,168.0,2022-10-08 00:00:00,2022-10-08 00:00:00,9,0.034796056446936015,300,1.1598685482312006,86.39999999999999,0.33404214189058573,0.25708,0.9803898305084745,1.9710024863013695
169,169.0,2022-10-08 01:00:00,2022-10-08 01:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
170,170.0,2022-10-08 02:00:00,2022-10-08 02:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
171,171.0,2022-10-08 03:00:00,2022-10-08 03:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
172,172.0,2022-10-08 04:00:00,2022-10-08 04:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
173,173.0,2022-10-08 05:00:00,2022-10-08 05:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
174,174.0,2022-10-08 06:00:00,2022-10-08 06:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
175,175.0,2022-10-08 07:00:00,2022-10-08 07:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
176,176.0,2022-10-08 08:00:00,2022-10-08 08:00:00,4,0.015464913976416007,300,1.1598685482312006,81.39999999999999,0.3147109994200657,0.18648,0.7111525423728813,1.923205335616438
177,177.0,2022-10-08 09:00:00,2022-10-08 09:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
